	cpi_pdiff2	bmon_gdp_rdiff2	stock_pdiff2	cons_pdiff2	pdebt_gdp_rdiff2	inv_gdp_rdiff2	ca_gdp_rdiff2	tloan_gdp_rdiff2	tdbtserv_gdp_rdiff2	global_loan2	global_drate	drate	crisis	crisis_id	year	iso
212	0.025	-0.024	0.064	0.067	-0.051	0.021	-0.032	0.025	0.005	0.013	1.55	1.61	0	455	1956	CHE
213	0.035	0.006	-0.144	0.047	-0.025	0.021	-0.026	0.045	0.007	0.001	1.077	1.14	0	1320	1957	CHE
214	0.038	0.026	0.001	0.011	-0.031	-0.011	0.022	0.008	0.001	0.013	1.381	0.69	0	1380	1958	CHE
215	0.012	0.003	0.557	0.038	-0.047	0.002	0.024	-0.021	-0.006	0.029	1.425	1.08	0	2277	1959	CHE
216	0.008	-0.019	0.843	0.068	-0.086	0.038	-0.017	-0.003	-0.001	0.044	1.309	1.09	0	2218	1960	CHE
217	0.033	0.008	1.108	0.07	-0.08	0.045	-0.037	0.03	-0.0	0.039	1.788	0.96	0	2173	1961	CHE
218	0.062	0.026	0.2	0.078	-0.038	0.04	-0.035	0.043	0.002	0.03	1.196	1.13	0	1800	1962	CHE
219	0.079	-0.007	-0.201	0.065	-0.021	0.026	-0.007	0.018	0.003	0.036	1.264	1.25	0	1132	1963	CHE
220	0.066	-0.014	-0.1	0.055	-0.012	0.019	-0.001	0.016	0.008	0.024	1.243	1.47	0	871	1964	CHE
221	0.066	0.004	-0.165	0.053	-0.013	-0.013	0.021	0.023	0.007	0.019	1.185	1.45	0	437	1965	CHE
222	0.084	-0.009	-0.218	0.047	-0.002	-0.033	0.034	0.024	0.003	0.024	1.159	0.66	0	740	1966	CHE
223	0.09	-0.007	0.239	0.04	0.005	-0.026	0.019	0.035	0.008	0.024	1.545	1.61	0	2015	1967	CHE
224	0.065	0.032	0.985	0.047	0.001	-0.018	0.028	0.047	0.004	0.029	1.013	1.37	0	502	1968	CHE
225	0.05	0.018	0.411	0.071	-0.022	-0.003	0.02	0.046	0.005	0.027	0.282	-1.35	0	1968	1969	CHE
226	0.062	-0.052	-0.101	0.088	-0.042	0.02	-0.021	-0.004	0.014	0.008	0.507	-0.93	0	1993	1970	CHE
227	0.104	-0.063	-0.01	0.082	-0.026	0.035	-0.022	-0.066	0.0	0.02	1.57	4.12	0	1667	1971	CHE
228	0.137	-0.012	0.34	0.082	-0.007	0.022	0.003	-0.13	-0.015	0.045	2.03	2.28	0	1538	1972	CHE
229	0.16	0.003	-0.076	0.068	0.004	0.001	0.005	-0.152	-0.005	0.042	0.521	1.96	0	705	1973	CHE
230	0.194	0.051	-0.5	0.015	0.048	-0.021	0.003	0.007	0.019	0.019	-0.527	1.18	0	1780	1974	CHE
231	0.171	0.115	-0.087	-0.025	0.08	-0.054	-0.06	0.098	0.013	0.011	1.942	3.69	0	2232	1975	CHE
232	0.085	0.102	0.493	0.004	0.069	-0.07	-0.042	0.061	-0.016	0.01	1.235	3.48	0	1133	1976	CHE
233	0.03	0.085	0.102	0.056	0.015	-0.033	0.065	0.066	-0.019	0.006	0.522	1.58	0	1239	1977	CHE
234	0.024	0.098	0.014	0.052	-0.039	0.008	0.041	0.062	-0.013	0.008	-0.1	2.67	0	1605	1978	CHE
235	0.047	0.073	0.041	0.027	-0.035	0.011	-0.026	0.046	-0.004	0.012	0.353	2.448	0	1685	1979	CHE
236	0.078	-0.018	0.111	0.029	-0.027	0.076	-0.021	0.062	0.017	0.007	-0.19	2.479	0	1137	1980	CHE
237	0.108	-0.051	-0.123	0.025	-0.035	0.074	0.032	0.094	0.026	0.008	0.398	2.636	0	1083	1981	CHE
238	0.125	0.006	-0.066	0.002	-0.023	-0.013	0.025	0.063	0.004	0.013	0.791	3.51	0	2164	1982	CHE
239	0.088	0.025	0.363	0.004	-0.004	-0.009	-0.018	0.009	-0.011	0.006	0.827	2.672	0	1350	1983	CHE
240	0.06	-0.057	0.268	0.018	-0.006	0.005	0.042	0.029	-0.0	0.013	0.948	1.362	0	374	1984	CHE
241	0.065	-0.046	0.603	0.023	-0.013	0.002	0.037	0.089	0.007	0.028	0.242	2.652	0	1882	1985	CHE
242	0.042	0.05	0.672	0.033	-0.011	0.011	-0.037	0.119	0.0	0.045	0.074	1.418	0	167	1986	CHE
243	0.022	0.089	-0.265	0.037	-0.013	0.01	-0.02	0.12	-0.003	0.055	0.663	3.555	0	1325	1987	CHE
244	0.033	0.028	-0.174	0.029	-0.009	0.019	0.015	0.108	0.003	0.064	0.579	-0.727	0	1002	1988	CHE
245	0.051	-0.044	0.415	0.029	-0.023	0.022	0.006	0.119	0.02	0.064	-0.86	-4.49	1	13	1989	CHE
246	0.087	-0.075	0.126	0.021	0.045	-0.0	-0.021	0.08	0.04	0.039	-0.384	-2.07	1	13	1990	CHE
247	0.026	0.031	0.307	0.008	0.048	-0.01	0.011	0.04	-0.022	0.0	2.227	2.13	0	2359	1996	CHE
248	0.013	0.076	0.774	0.02	0.046	-0.012	0.03	-0.002	-0.01	0.023	1.755	2.08	0	2257	1997	CHE
249	0.005	-0.011	0.889	0.033	0.059	0.006	0.015	-0.037	-0.015	0.051	0.608	1.835	0	714	1998	CHE
250	0.008	-0.035	0.355	0.04	0.004	0.01	0.015	-0.004	0.008	0.059	1.244	2.526	0	1165	1999	CHE
251	0.024	-0.079	0.136	0.039	-0.038	0.004	0.039	-0.038	0.011	0.046	0.811	0.05	0	986	2000	CHE
252	0.026	-0.039	-0.01	0.036	-0.021	-0.005	-0.019	-0.056	-0.003	0.047	0.856	1.91	0	2407	2001	CHE
253	0.016	0.077	-0.278	0.01	0.055	-0.008	-0.039	0.014	-0.016	0.047	1.642	1.96	0	121	2002	CHE
254	0.013	0.116	-0.304	-0.003	0.06	-0.007	0.036	0.019	-0.01	0.044	1.701	2.69	0	339	2003	CHE
255	0.014	0.054	0.005	0.013	0.04	-0.001	0.037	0.005	-0.0	0.041	1.907	1.83	0	746	2004	CHE
256	0.02	-0.003	0.371	0.023	0.045	0.005	-0.013	-0.009	-0.012	0.067	1.089	1.33	0	1223	2005	CHE
257	0.022	-0.026	0.468	0.024	-0.073	-0.001	-0.003	-0.023	0.001	0.093	0.613	0.55	1	14	2006	CHE
258	0.018	-0.084	0.422	0.014	-0.137	0.001	-0.025	-0.044	0.015	0.101	0.151	1.11	1	14	2007	CHE
259	-0.009	0.189	0.263	0.027	-0.003	0.001	0.033	0.09	0.008	-0.029	2.2	1.24	0	1726	2013	CHE
260	-0.002	0.098	0.37	0.015	-0.028	0.001	-0.017	0.12	-0.002	-0.023	1.673	2.38	0	106	2014	CHE
261	-0.012	0.037	0.147	0.007	-0.029	0.004	-0.009	0.063	-0.019	-0.019	1.14	0.96	0	1880	2015	CHE
262	-0.016	0.046	-0.04	0.011	-0.021	0.004	0.003	-0.052	-0.008	-0.006	1.089	0.76	0	560	2016	CHE
263	-0.048	-0.002	0.014	0.041	0.03	-0.031	0.009	0.035	0.002	0.051	1.268	-0.225	0	854	1878	DEU
264	-0.057	0.018	0.611	0.02	0.05	-0.033	0.004	0.031	0.001	0.033	0.882	0.68	0	889	1879	DEU
265	0.017	0.019	0.533	-0.064	0.08	-0.023	-0.007	0.031	0.0	0.004	0.774	0.675	0	2390	1880	DEU
266	0.026	0.027	0.103	-0.028	0.04	0.019	0.002	0.035	0.001	0.019	0.027	-0.165	0	1731	1881	DEU
267	-0.008	0.026	0.052	0.011	0.03	0.009	0.009	0.026	0.001	0.038	-0.083	0.065	0	2140	1882	DEU
268	-0.025	0.052	-0.086	0.049	0.05	0.009	-0.005	0.028	0.001	0.023	-0.268	0.42	0	1385	1883	DEU
269	-0.042	0.057	-0.008	0.075	0.05	0.018	0.002	0.033	0.001	0.022	-0.037	0.99	0	1129	1884	DEU
270	-0.034	0.017	-0.009	0.039	0.03	0.004	0.013	0.036	0.001	0.036	0.365	0.96	0	369	1885	DEU
271	-0.035	0.026	0.008	0.033	0.01	-0.001	-0.001	0.044	0.001	0.029	0.176	1.58	0	2293	1886	DEU
272	-0.009	0.02	0.06	0.01	0.02	0.011	-0.005	0.038	0.001	0.02	-0.088	1.4	0	1981	1887	DEU
273	0.009	0.001	0.207	0.027	-0.0	0.011	0.008	0.027	0.0	0.013	0.053	1.53	0	2077	1888	DEU
274	0.045	0.022	0.512	0.042	-0.01	0.014	0.005	0.054	0.001	0.0	-0.267	0.97	1	16	1889	DEU
275	0.062	0.011	0.048	0.026	0.02	0.026	-0.015	0.044	0.002	-0.007	-0.752	-0.1	1	16	1890	DEU
276	0.027	0.016	0.125	0.037	-0.01	0.029	-0.004	0.046	0.0	0.02	0.164	0.31	0	800	1896	DEU
277	0.027	0.051	0.137	0.009	-0.02	0.032	0.012	0.04	0.001	0.016	0.157	0.27	0	1444	1897	DEU
278	0.018	0.054	0.07	0.037	-0.02	0.011	0.006	0.049	0.002	0.004	0.189	-0.15	0	1393	1898	DEU
279	0.026	0.041	0.0	0.031	-0.01	0.025	-0.013	0.066	0.004	0.017	-0.634	-0.9	1	17	1899	DEU
280	0.052	0.028	-0.12	-0.009	-0.01	0.013	-0.016	0.04	0.004	0.018	-0.639	-0.73	1	17	1900	DEU
281	0.089	0.039	0.022	-0.005	-0.02	0.009	-0.006	0.031	0.002	0.016	-1.001	-0.41	1	18	1906	DEU
282	0.014	0.01	-0.037	0.055	-0.03	0.033	-0.007	-0.012	0.001	0.0	-0.729	-0.31	0	1413	1912	DEU
283	0.021	-0.004	-0.068	0.022	-0.01	0.005	0.006	-0.039	0.001	0.001	-0.74	-0.89	0	1079	1913	DEU
284	0.041	-0.002	-0.186	-0.005	0.06	-0.013	0.034	0.104	0.01	0.015	-0.334	-1.0	1	19	1929	DEU
285	-0.026	0.008	-0.419	-0.06	0.09	-0.029	0.03	0.116	0.009	0.037	0.631	1.58	1	19	1930	DEU
286	0.099	-0.027	0.524	0.158	-0.03	0.003	0.022	0.037	0.001	-0.002	1.743	-0.36	0	1841	1952	DEU
287	0.002	-0.009	-0.051	0.193	0.04	-0.008	0.006	0.064	0.003	0.021	1.592	1.672	0	1355	1953	DEU
288	-0.016	0.016	0.969	0.154	0.07	-0.0	0.002	0.079	0.005	0.022	1.708	2.134	0	921	1954	DEU
289	0.019	0.003	1.027	0.149	0.0	0.045	-0.015	0.062	0.002	0.022	1.69	1.846	0	681	1955	DEU
290	0.042	-0.007	0.095	0.177	-0.04	0.02	-0.001	0.027	0.008	0.013	1.511	2.188	0	1338	1956	DEU
291	0.047	0.021	-0.027	0.13	-0.03	-0.016	0.014	0.011	0.009	0.003	0.928	3.528	0	2303	1957	DEU
292	0.042	0.036	0.551	0.09	-0.01	-0.011	0.004	0.012	0.0	0.013	1.192	3.709	0	821	1958	DEU
293	0.031	0.037	1.479	0.086	-0.01	0.008	-0.01	0.035	-0.004	0.025	1.3	3.085	0	1687	1959	DEU
294	0.025	0.016	1.162	0.12	-0.03	0.035	-0.009	0.081	0.004	0.039	1.263	1.825	0	225	1960	DEU
295	0.038	0.012	0.172	0.119	-0.02	0.031	-0.006	0.08	0.005	0.035	1.663	2.958	0	1717	1961	DEU
296	0.052	0.021	-0.277	0.091	0.0	0.016	-0.02	0.044	0.0	0.03	1.065	3.228	0	2010	1962	DEU
297	0.06	0.018	-0.104	0.062	0.01	0.005	-0.006	0.046	0.004	0.034	1.148	3.094	0	2070	1963	DEU
298	0.054	0.011	0.237	0.062	0.01	0.009	0.006	0.038	0.004	0.022	1.154	2.902	0	393	1964	DEU
299	0.057	0.003	-0.038	0.102	0.0	0.006	-0.016	0.024	0.007	0.019	1.089	2.984	0	477	1965	DEU
300	0.07	0.011	-0.302	0.08	0.01	-0.013	0.0	0.024	0.012	0.024	1.02	2.747	0	1468	1966	DEU
301	0.053	0.047	0.191	0.03	0.04	-0.034	0.033	0.039	0.002	0.024	1.419	3.64	0	1147	1967	DEU
302	0.033	0.056	0.666	0.052	0.03	-0.034	0.021	0.047	-0.005	0.029	0.855	3.896	0	1207	1968	DEU
303	0.035	0.005	0.237	0.117	-0.02	0.002	-0.007	0.038	0.001	0.027	0.074	1.982	0	1146	1969	DEU
304	0.054	-0.026	-0.201	0.141	-0.04	0.035	-0.017	0.012	0.011	0.008	0.472	-0.361	0	776	1970	DEU
305	0.089	-0.006	-0.239	0.113	-0.02	0.033	-0.012	0.011	0.008	0.015	1.713	1.824	0	2021	1971	DEU
306	0.11	0.03	0.208	0.094	0.0	0.001	-0.003	0.059	0.002	0.033	1.948	3.585	0	1819	1972	DEU
307	0.129	0.016	-0.163	0.072	0.0	-0.023	0.011	0.04	0.012	0.03	0.699	-0.898	0	1696	1973	DEU
308	0.144	-0.026	-0.251	0.021	0.01	-0.045	0.02	-0.012	0.015	0.02	-0.548	1.517	0	239	1974	DEU
309	0.133	-0.012	0.421	0.038	0.06	-0.043	-0.004	-0.009	-0.006	0.018	1.918	4.082	0	1405	1975	DEU
310	0.105	0.013	0.267	0.09	0.06	-0.016	-0.014	0.006	-0.016	0.013	1.208	3.902	0	703	1976	DEU
311	0.081	0.015	-0.025	0.094	0.02	0.0	-0.001	0.019	-0.013	0.009	0.493	2.051	0	608	1977	DEU
312	0.065	0.027	0.13	0.083	0.03	0.007	0.005	0.04	-0.011	0.01	-0.086	2.43	0	421	1978	DEU
313	0.069	0.02	-0.094	0.07	0.03	0.017	-0.013	0.05	0.012	0.012	0.411	1.516	0	2248	1979	DEU
314	0.098	0.002	-0.164	0.044	0.02	0.019	-0.033	0.044	0.022	0.008	0.0	-0.575	0	724	1980	DEU
315	0.121	0.014	-0.015	0.006	0.05	-0.004	-0.001	0.038	0.023	0.011	0.635	-1.155	0	2197	1981	DEU
316	0.119	0.03	0.15	-0.015	0.07	-0.027	0.028	0.027	0.006	0.015	0.992	0.299	0	2278	1982	DEU
317	0.087	0.024	0.578	0.008	0.04	-0.013	0.014	0.028	-0.013	0.005	0.828	2.655	0	955	1983	DEU
318	0.058	0.008	0.485	0.042	0.02	-0.002	0.008	0.03	-0.005	0.013	0.883	2.404	0	1186	1984	DEU
319	0.046	-0.0	0.765	0.045	0.01	-0.011	0.016	0.029	-0.006	0.031	0.298	1.755	0	475	1985	DEU
320	0.021	0.016	0.745	0.059	0.0	-0.007	0.021	0.011	-0.016	0.052	0.08	1.321	0	2184	1986	DEU
321	0.001	0.035	-0.268	0.074	0.02	0.0	0.011	-0.004	-0.007	0.063	0.734	2.419	0	267	1987	DEU
322	0.015	0.027	-0.073	0.057	0.02	0.003	0.007	0.002	0.005	0.071	0.379	2.48	0	1908	1988	DEU
323	0.041	0.014	0.79	0.041	-0.02	0.007	0.008	0.002	0.006	0.071	-1.16	0.309	0	193	1989	DEU
324	0.055	0.031	0.053	0.039	0.0	0.014	-0.017	0.07	0.024	0.04	-0.562	0.781	0	452	1990	DEU
325	0.064	0.001	-0.119	0.054	0.05	0.032	-0.055	0.016	0.014	0.01	-0.426	-0.382	0	663	1991	DEU
326	0.089	-0.012	0.105	0.061	0.004	0.025	-0.04	-0.046	-0.011	0.001	-0.183	-1.568	0	1069	1992	DEU
327	0.097	0.05	0.436	0.027	0.01	-0.009	0.002	0.043	-0.013	-0.009	0.257	-0.978	0	1789	1993	DEU
328	0.073	0.066	0.363	0.018	0.059	-0.011	-0.002	0.041	-0.005	-0.035	2.049	1.52	0	1276	1994	DEU
329	0.046	0.014	-0.006	0.036	0.098	-0.007	-0.002	0.019	0.004	-0.031	1.939	2.347	0	1784	1995	DEU
330	0.034	0.012	0.371	0.029	0.103	-0.012	0.008	0.068	-0.001	-0.001	2.177	2.943	0	2281	1996	DEU
331	0.03	0.044	0.885	0.017	0.04	-0.009	0.007	0.086	-0.006	0.017	1.731	2.457	0	1933	1997	DEU
332	0.021	0.03	0.732	0.021	0.018	-0.002	0.0	0.07	-0.012	0.044	0.65	1.158	0	2030	1998	DEU
333	0.013	0.027	0.614	0.044	0.013	0.006	-0.01	0.085	-0.007	0.053	1.292	1.759	0	2156	1999	DEU
334	0.02	-0.01	0.275	0.052	-0.006	0.005	-0.011	0.066	0.01	0.04	0.742	1.151	0	1624	2000	DEU
335	0.033	-0.002	-0.255	0.04	-0.024	-0.012	0.012	0.013	0.004	0.043	0.948	0.425	0	1568	2001	DEU
336	0.033	0.022	-0.555	0.009	0.004	-0.03	0.035	-0.019	-0.006	0.049	1.67	1.505	0	1629	2002	DEU
337	0.024	0.017	-0.225	-0.008	0.053	-0.023	0.017	-0.02	-0.009	0.047	1.76	1.753	0	1098	2003	DEU
338	0.028	-0.012	0.499	0.002	0.054	-0.015	0.038	-0.069	-0.011	0.046	1.897	1.988	0	788	2004	DEU
339	0.038	-0.006	0.376	0.001	0.04	-0.01	0.044	-0.073	-0.01	0.071	1.093	1.263	0	184	2005	DEU
340	0.038	0.03	0.556	0.009	0.017	0.007	0.016	-0.043	-0.004	0.094	0.59	0.927	1	20	2006	DEU
341	0.041	0.044	0.471	0.009	-0.034	0.01	0.036	-0.057	0.006	0.102	0.198	0.357	1	20	2007	DEU
342	0.035	0.039	0.619	0.015	-0.01	-0.006	0.005	-0.061	-0.01	-0.02	2.185	1.481	0	912	2013	DEU
343	0.024	0.008	0.281	0.009	-0.043	-0.001	0.008	-0.07	-0.004	-0.011	1.755	1.067	0	1936	2014	DEU
344	0.011	0.053	0.125	0.014	-0.06	0.002	0.005	-0.031	-0.009	-0.013	1.162	0.603	0	990	2015	DEU
345	0.007	0.065	0.171	0.019	-0.073	0.0	-0.007	-0.014	-0.009	-0.008	1.111	0.41	0	1023	2016	DEU
346	-0.08	0.057	0.065	0.03	0.028	0.001	-0.001	0.09	0.002	0.026	0.742	-0.425	0	1459	1894	DNK
347	-0.049	0.05	0.093	0.052	0.009	0.01	-0.0	0.063	0.0	0.015	0.717	-0.445	0	287	1895	DNK
348	-0.05	0.037	0.092	0.044	-0.025	0.039	-0.009	0.075	0.002	0.018	0.208	-0.36	0	566	1896	DNK
349	-0.026	0.019	-0.005	-0.034	-0.002	0.047	0.007	0.11	0.004	0.01	0.249	-1.12	0	1026	1897	DNK
350	0.053	-0.015	-0.009	-0.017	-0.008	0.056	-0.027	0.038	0.001	0.005	0.251	-1.08	0	1419	1898	DNK
351	0.079	-0.035	-0.064	0.04	-0.019	0.04	-0.032	0.016	0.002	0.021	-0.559	-2.02	0	1193	1899	DNK
352	0.05	-0.054	-0.098	0.049	-0.013	-0.008	0.007	-0.002	0.003	0.021	-0.524	-2.445	0	1364	1900	DNK
353	0.061	-0.031	-0.043	0.032	0.009	-0.029	0.02	-0.001	-0.001	0.02	-0.202	-2.15	0	773	1901	DNK
354	0.036	0.038	0.019	0.005	0.011	-0.002	0.018	0.076	0.0	0.021	-0.097	-0.91	0	1821	1902	DNK
355	-0.034	0.049	0.074	0.037	-0.013	0.01	0.014	0.121	0.003	0.01	-0.131	-1.04	0	120	1903	DNK
356	-0.034	0.031	0.026	0.068	-0.012	-0.006	0.004	0.148	0.006	0.031	0.065	-1.19	0	593	1904	DNK
357	0.024	0.032	0.083	0.041	-0.012	-0.016	-0.003	0.093	0.004	0.036	-0.423	-1.0	0	1887	1905	DNK
358	0.036	0.028	0.16	0.05	-0.008	0.015	-0.03	0.07	0.002	0.014	-0.903	-1.875	1	23	1906	DNK
359	0.07	0.015	0.006	0.084	-0.007	0.026	-0.046	0.147	0.006	0.004	-1.46	-2.795	1	23	1907	DNK
360	0.099	-0.015	0.014	0.032	-0.016	0.01	-0.014	0.006	0.007	-0.002	-0.677	-1.78	0	689	1913	DNK
361	-0.173	0.022	-0.159	-0.043	0.035	0.004	0.009	0.152	0.007	0.029	-0.074	-0.082	0	621	1926	DNK
362	-0.179	0.023	-0.068	0.058	0.031	-0.014	-0.001	0.207	0.009	0.044	0.16	0.157	0	1794	1927	DNK
363	-0.038	-0.017	0.105	0.085	0.007	-0.017	0.001	0.031	-0.003	0.029	0.128	0.002	0	2241	1928	DNK
364	-0.01	-0.05	0.06	0.079	0.023	0.018	0.003	-0.062	-0.003	0.025	-0.397	-0.053	1	25	1929	DNK
365	-0.059	0.012	-0.034	0.095	0.021	0.046	-0.012	0.056	-0.001	0.041	0.742	-0.082	1	25	1930	DNK
366	0.055	-0.022	0.176	0.037	-0.019	-0.01	0.002	0.001	0.003	0.026	1.829	-0.242	0	1155	1955	DNK
367	0.118	-0.002	0.201	0.002	-0.017	-0.011	0.016	-0.009	0.003	0.015	1.676	-0.29	0	192	1956	DNK
368	0.111	-0.016	0.01	0.072	-0.048	0.012	-0.022	0.007	0.005	0.032	1.309	-0.68	0	576	1962	DNK
369	0.139	0.015	-0.04	0.04	-0.028	-0.006	0.02	0.058	0.007	0.034	1.364	-0.363	0	548	1963	DNK
370	0.094	0.02	0.129	0.066	-0.007	0.013	0.01	0.066	0.004	0.021	1.354	-0.302	0	2228	1964	DNK
371	0.087	-0.019	0.219	0.062	-0.008	0.017	-0.021	0.036	0.01	0.018	1.253	0.35	0	612	1965	DNK
372	0.129	-0.012	0.068	0.037	-0.033	0.026	0.004	0.049	0.017	0.022	1.145	0.86	0	385	1966	DNK
373	0.159	-0.003	-0.156	0.046	-0.029	0.031	-0.013	0.045	0.011	0.023	1.576	1.128	0	1388	1967	DNK
374	0.168	0.008	-0.165	0.04	-0.019	-0.006	0.002	0.038	0.008	0.029	1.019	1.263	0	924	1968	DNK
375	0.117	-0.003	0.175	0.07	-0.017	0.006	0.004	0.044	0.015	0.027	0.146	0.84	0	1497	1969	DNK
376	0.102	-0.039	0.028	0.077	-0.017	0.013	-0.017	0.043	0.024	0.006	0.382	1.07	0	134	1970	DNK
377	0.128	-0.03	-0.161	0.021	-0.006	-0.007	0.005	0.009	0.013	0.015	1.672	2.482	0	1904	1971	DNK
378	0.128	-0.003	0.301	-0.008	-0.01	0.003	0.031	0.014	-0.0	0.036	2.01	2.599	0	947	1972	DNK
379	0.165	-0.006	1.187	0.045	-0.019	0.01	0.007	0.08	0.013	0.028	0.457	2.976	0	2411	1973	DNK
380	0.26	-0.017	0.162	0.016	-0.016	-0.009	-0.027	0.093	0.054	0.014	-0.529	1.213	0	1581	1974	DNK
381	0.263	0.032	-0.181	-0.007	-0.016	-0.036	0.003	0.048	0.027	0.014	1.759	6.629	0	1425	1975	DNK
382	0.195	0.026	0.434	0.094	-0.006	-0.009	-0.015	-0.025	-0.017	0.015	1.269	2.93	0	505	1976	DNK
383	0.211	-0.02	0.337	0.074	0.045	0.011	-0.023	-0.043	-0.003	0.012	0.69	-1.102	0	1379	1977	DNK
384	0.223	-0.02	-0.023	0.015	0.096	-0.011	0.019	-0.019	0.011	0.013	0.121	-0.88	0	2046	1978	DNK
385	0.206	-0.02	-0.088	0.005	0.106	-0.01	-0.009	-0.018	0.022	0.016	0.307	3.187	0	100	1979	DNK
386	0.231	-0.004	-0.115	-0.037	0.13	-0.028	-0.009	-0.006	0.031	0.011	-0.081	0.733	0	2295	1980	DNK
387	0.255	0.002	0.538	-0.061	0.171	-0.054	0.013	-0.009	0.03	0.014	0.308	4.078	0	2171	1981	DNK
388	0.231	-0.006	1.128	-0.007	0.208	-0.026	-0.004	-0.058	0.016	0.021	0.794	3.467	0	2312	1982	DNK
389	0.177	0.039	1.229	0.034	0.176	0.011	0.008	-0.028	-0.049	0.009	0.89	1.653	0	1502	1983	DNK
390	0.136	0.075	0.885	0.046	0.156	0.015	0.009	0.066	-0.047	0.01	0.867	2.654	0	1521	1984	DNK
391	0.113	0.056	0.117	0.073	0.142	0.029	-0.022	0.137	-0.012	0.025	0.33	1.248	1	26	1985	DNK
392	0.085	0.028	0.044	0.107	0.027	0.036	-0.022	0.196	-0.025	0.04	0.111	0.826	1	26	1986	DNK
393	0.045	-0.022	-0.009	0.028	0.062	-0.019	0.018	-0.083	-0.028	0.003	-0.153	-2.048	0	1836	1992	DNK
394	0.034	0.023	-0.064	-0.002	0.082	-0.017	0.02	-0.043	-0.027	-0.004	0.39	-3.103	0	2386	1993	DNK
395	0.033	-0.007	0.218	0.032	0.023	-0.004	-0.007	-0.096	-0.021	-0.026	2.038	1.691	0	315	1994	DNK
396	0.041	-0.055	0.191	0.062	0.017	0.015	-0.024	-0.092	0.004	-0.024	1.948	2.2	0	342	1995	DNK
397	0.043	0.016	0.141	0.019	0.031	0.014	-0.004	0.004	-0.006	0.003	2.153	3.325	0	187	1996	DNK
398	0.04	0.006	0.635	0.039	0.032	0.019	-0.028	0.094	-0.02	0.043	0.673	0.791	0	2119	1998	DNK
399	0.055	-0.048	0.31	-0.014	-0.12	-0.003	0.026	0.082	0.013	0.039	0.768	0.734	0	210	2000	DNK
400	0.054	-0.033	0.274	-0.008	-0.087	-0.0	0.013	0.141	0.009	0.035	0.946	0.461	0	235	2001	DNK
401	0.049	0.025	-0.22	0.01	-0.022	-0.006	0.006	0.119	-0.001	0.04	1.666	1.571	0	346	2002	DNK
402	0.045	0.033	-0.186	0.02	-0.017	-0.005	0.003	0.102	-0.006	0.039	1.749	1.933	0	350	2003	DNK
403	0.033	0.041	0.271	0.055	-0.047	0.012	0.015	0.084	-0.007	0.036	1.887	2.143	0	1071	2004	DNK
404	0.03	0.062	0.671	0.088	-0.113	0.019	0.01	0.155	-0.008	0.056	1.097	1.205	0	487	2005	DNK
405	0.038	0.063	0.556	0.073	-0.126	0.025	-0.003	0.245	0.002	0.076	0.608	0.63	1	27	2006	DNK
406	0.036	0.075	0.474	0.048	-0.113	0.023	-0.029	0.267	0.025	0.082	0.223	-0.042	1	27	2007	DNK
407	0.032	0.018	0.291	-0.0	-0.024	0.009	0.012	-0.07	-0.02	-0.019	2.167	1.769	0	2033	2013	DNK
408	0.014	0.011	0.985	0.003	-0.013	0.004	0.026	-0.043	-0.002	-0.013	1.743	1.263	0	835	2014	DNK
409	0.01	0.041	1.14	0.013	-0.041	0.002	0.014	-0.066	-0.02	-0.011	1.149	0.816	0	2246	2015	DNK
410	0.007	0.041	0.335	0.021	-0.064	0.009	-0.01	-0.062	-0.018	-0.005	1.089	0.76	0	125	2016	DNK
411	-0.021	-0.015	0.04	0.096	0.039	-0.037	-0.003	0.008	0.0	0.026	-0.21	0.78	0	891	1902	ESP
412	0.008	-0.014	0.058	-0.082	-0.096	-0.006	0.002	0.004	-0.0	0.018	-0.264	0.95	0	664	1903	ESP
413	0.051	-0.027	-0.23	-0.053	-0.205	0.004	0.004	-0.003	-0.0	0.041	-0.12	1.59	0	2025	1904	ESP
414	0.024	-0.018	-0.3	-0.068	-0.038	-0.004	0.015	0.002	0.0	0.042	-0.512	0.34	0	1732	1905	ESP
415	-0.022	-0.007	-0.365	0.036	0.009	-0.004	0.019	0.005	0.0	0.018	-1.006	-0.33	0	569	1906	ESP
416	0.014	-0.018	-0.288	0.073	-0.068	0.01	0.015	0.002	0.0	0.014	-1.631	-0.23	0	1772	1907	ESP
417	0.013	-0.013	0.174	0.072	-0.047	0.003	-0.003	0.003	0.0	0.033	-0.331	0.16	0	1384	1908	ESP
418	-0.04	0.004	0.27	0.057	-0.015	-0.0	-0.003	0.007	0.0	0.035	0.017	-0.41	0	832	1909	ESP
419	-0.004	0.026	0.11	-0.104	-0.14	0.017	0.014	0.009	0.0	0.017	-0.403	0.18	0	1697	1910	ESP
420	-0.027	0.006	-0.179	-0.017	-0.195	0.011	0.007	0.015	0.001	0.013	-0.269	0.18	1	30	1911	ESP
421	0.012	-0.006	-0.235	-0.031	-0.091	0.014	0.003	-0.001	0.0	-0.001	-0.735	-0.22	1	30	1912	ESP
422	0.291	-0.007	-0.025	-0.094	-0.056	0.055	-0.0	0.055	0.003	-0.004	1.807	0.94	0	1617	1948	ESP
423	0.131	0.013	-0.401	-0.094	-0.012	0.027	-0.006	0.016	0.002	0.016	1.688	1.426	0	141	1949	ESP
